timestamp,source_file,row_reference,issue_type,issue_description,action_taken
2026-08-20T00:36:28.042349,source1_naukri_applicants.csv,10,DATE_FORMAT,Raw date '28-07-2026' (fmt %d-%m-%Y),Normalized to ISO '2026-07-28'
2026-08-20T00:36:28.042368,source1_naukri_applicants.csv,11,PHONE_FORMAT,Raw phone '09000000167' contained prefix/delimiters,Normalized to 10-digit '9000000167'
2026-08-20T00:36:28.042373,source1_naukri_applicants.csv,11,CITY_NAME,Raw city 'Delhi' mapped,Normalized to 'Delhi NCR'
2026-08-20T00:36:28.042443,source1_naukri_applicants.csv,12,PHONE_FORMAT,Raw phone '09000000260' contained prefix/delimiters,Normalized to 10-digit '9000000260'
2026-08-20T00:36:28.042454,source1_naukri_applicants.csv,12,CITY_NAME,Raw city 'new delhi' mapped,Normalized to 'Delhi NCR'
2026-08-20T00:36:28.042662,source1_naukri_applicants.csv,12,DATE_FORMAT,Raw date '07/03/2026' (fmt %m/%d/%Y),Normalized to ISO '2026-07-03'
2026-08-20T00:36:28.042715,source1_naukri_applicants.csv,13,PHONE_FORMAT,Raw phone '09000000114' contained prefix/delimiters,Normalized to 10-digit '9000000114'
2026-08-20T00:36:28.042725,source1_naukri_applicants.csv,13,CITY_NAME,Raw city 'Noida ' mapped,Normalized to 'Noida'
2026-08-20T00:36:28.042838,source1_naukri_applicants.csv,14,PHONE_FORMAT,Raw phone '09000000145' contained prefix/delimiters,Normalized to 10-digit '9000000145'
2026-08-20T00:36:28.042846,source1_naukri_applicants.csv,14,CITY_NAME,Raw city 'New Delhi' mapped,Normalized to 'Delhi NCR'
2026-08-20T00:36:28.042858,source1_naukri_applicants.csv,14,CTC_UNIT_CONVERSION,Raw CTC '5.1' recognized as LPA (5.1 LPA),"Converted to full annual INR 510,000"
2026-08-20T00:36:28.042907,source1_naukri_applicants.csv,14,DATE_FORMAT,Raw date '21-08-2026' (fmt %d-%m-%Y),Normalized to ISO '2026-08-21'
2026-08-20T00:36:28.042940,source1_naukri_applicants.csv,15,PHONE_FORMAT,Raw phone '+919000000211' contained prefix/delimiters,Normalized to 10-digit '9000000211'
2026-08-20T00:36:28.042952,source1_naukri_applicants.csv,15,CITY_NAME,Raw city 'Noida ' mapped,Normalized to 'Noida'
2026-08-20T00:36:28.043034,source1_naukri_applicants.csv,15,DATE_FORMAT,Raw date '8 Jul 2026' (fmt %d %b %Y),Normalized to ISO '2026-07-08'
2026-08-20T00:36:28.043075,source1_naukri_applicants.csv,16,PHONE_FORMAT,Raw phone '09000000146' contained prefix/delimiters,Normalized to 10-digit '9000000146'
2026-08-20T00:36:28.043090,source1_naukri_applicants.csv,16,CITY_NAME,Raw city 'Noida ' mapped,Normalized to 'Noida'
2026-08-20T00:36:28.043108,source1_naukri_applicants.csv,16,CTC_UNIT_CONVERSION,Raw CTC '6.1' recognized as LPA (6.1 LPA),"Converted to full annual INR 610,000"
2026-08-20T00:36:28.043245,source1_naukri_applicants.csv,17,CITY_NAME,Raw city 'Delhi' mapped,Normalized to 'Delhi NCR'
2026-08-20T00:36:28.043262,source1_naukri_applicants.csv,17,CTC_UNIT_CONVERSION,Raw CTC '5.8' recognized as LPA (5.8 LPA),"Converted to full annual INR 580,000"
2026-08-20T00:36:28.043299,source1_naukri_applicants.csv,17,DATE_FORMAT,Raw date '22-08-2026' (fmt %d-%m-%Y),Normalized to ISO '2026-08-22'
2026-08-20T00:36:28.043325,source1_naukri_applicants.csv,18,PHONE_FORMAT,Raw phone '09000000223' contained prefix/delimiters,Normalized to 10-digit '9000000223'
2026-08-20T00:36:28.043341,source1_naukri_applicants.csv,18,CTC_UNIT_CONVERSION,Raw CTC '11.2' recognized as LPA (11.2 LPA),"Converted to full annual INR 1,120,000"
2026-08-20T00:36:28.043430,source1_naukri_applicants.csv,19,CTC_UNIT_CONVERSION,Raw CTC '7.6' recognized as LPA (7.6 LPA),"Converted to full annual INR 760,000"
2026-08-20T00:36:28.043538,source1_naukri_applicants.csv,19,DATE_FORMAT,Raw date '08/19/2026' (fmt %m/%d/%Y),Normalized to ISO '2026-08-19'
2026-08-20T00:36:28.043565,source1_naukri_applicants.csv,20,PHONE_FORMAT,Raw phone '09000000131' contained prefix/delimiters,Normalized to 10-digit '9000000131'
2026-08-20T00:36:28.043577,source1_naukri_applicants.csv,20,CITY_NAME,Raw city 'NOIDA' mapped,Normalized to 'Noida'
2026-08-20T00:36:28.043620,source1_naukri_applicants.csv,20,DATE_FORMAT,Raw date '21-07-2026' (fmt %d-%m-%Y),Normalized to ISO '2026-07-21'
2026-08-20T00:36:28.043656,source1_naukri_applicants.csv,21,PHONE_FORMAT,Raw phone '+919000000177' contained prefix/delimiters,Normalized to 10-digit '9000000177'
2026-08-20T00:36:28.043674,source1_naukri_applicants.csv,21,CTC_UNIT_CONVERSION,Raw CTC '2.4' recognized as LPA (2.4 LPA),"Converted to full annual INR 240,000"
2026-08-20T00:36:28.043766,source1_naukri_applicants.csv,21,DATE_FORMAT,Raw date '2 Jul 2026' (fmt %d %b %Y),Normalized to ISO '2026-07-02'
2026-08-20T00:36:28.043817,source1_naukri_applicants.csv,22,PHONE_FORMAT,Raw phone '+919000000162' contained prefix/delimiters,Normalized to 10-digit '9000000162'
2026-08-20T00:36:28.043827,source1_naukri_applicants.csv,22,CITY_NAME,Raw city 'pune' mapped,Normalized to 'Pune'
2026-08-20T00:36:28.043836,source1_naukri_applicants.csv,22,CTC_UNIT_CONVERSION,Raw CTC '10.0' recognized as LPA (10.0 LPA),"Converted to full annual INR 1,000,000"
2026-08-20T00:36:28.043874,source1_naukri_applicants.csv,22,DATE_FORMAT,Raw date '03-07-2026' (fmt %d-%m-%Y),Normalized to ISO '2026-07-03'
2026-08-20T00:36:28.043895,source1_naukri_applicants.csv,23,PHONE_FORMAT,Raw phone '09000000116' contained prefix/delimiters,Normalized to 10-digit '9000000116'
2026-08-20T00:36:28.043901,source1_naukri_applicants.csv,23,CITY_NAME,Raw city 'NOIDA' mapped,Normalized to 'Noida'
2026-08-20T00:36:28.043961,source1_naukri_applicants.csv,24,PHONE_FORMAT,Raw phone '09000000271' contained prefix/delimiters,Normalized to 10-digit '9000000271'
2026-08-20T00:36:28.043971,source1_naukri_applicants.csv,24,CTC_UNIT_CONVERSION,Raw CTC '11.9' recognized as LPA (11.9 LPA),"Converted to full annual INR 1,190,000"
2026-08-20T00:36:28.044000,source1_naukri_applicants.csv,24,DATE_FORMAT,Raw date '24-06-2026' (fmt %d-%m-%Y),Normalized to ISO '2026-06-24'
2026-08-20T00:36:28.044020,source1_naukri_applicants.csv,25,CITY_NAME,Raw city 'Bangalore' mapped,Normalized to 'Bengaluru'
2026-08-20T00:36:28.044027,source1_naukri_applicants.csv,25,CTC_UNIT_CONVERSION,Raw CTC '6.1' recognized as LPA (6.1 LPA),"Converted to full annual INR 610,000"
2026-08-20T00:36:28.044082,source1_naukri_applicants.csv,25,DATE_FORMAT,Raw date '08/13/2026' (fmt %m/%d/%Y),Normalized to ISO '2026-08-13'
2026-08-20T00:36:28.044117,source1_naukri_applicants.csv,26,CITY_NAME,Raw city 'pune' mapped,Normalized to 'Pune'
2026-08-20T00:36:28.044150,source1_naukri_applicants.csv,26,DATE_FORMAT,Raw date '15-06-2026' (fmt %d-%m-%Y),Normalized to ISO '2026-06-15'
2026-08-20T00:36:28.044168,source1_naukri_applicants.csv,27,PHONE_FORMAT,Raw phone '09000000103' contained prefix/delimiters,Normalized to 10-digit '9000000103'
2026-08-20T00:36:28.044177,source1_naukri_applicants.csv,27,CITY_NAME,Raw city 'NOIDA' mapped,Normalized to 'Noida'
2026-08-20T00:36:28.044184,source1_naukri_applicants.csv,27,CTC_UNIT_CONVERSION,Raw CTC '7.8' recognized as LPA (7.8 LPA),"Converted to full annual INR 780,000"
2026-08-20T00:36:28.044241,source1_naukri_applicants.csv,27,DATE_FORMAT,Raw date '07/03/2026' (fmt %m/%d/%Y),Normalized to ISO '2026-07-03'
2026-08-20T00:36:28.044274,source1_naukri_applicants.csv,28,PHONE_FORMAT,Raw phone '+919000000231' contained prefix/delimiters,Normalized to 10-digit '9000000231'
2026-08-20T00:36:28.044285,source1_naukri_applicants.csv,28,CITY_NAME,Raw city 'Delhi' mapped,Normalized to 'Delhi NCR'
2026-08-20T00:36:28.044293,source1_naukri_applicants.csv,28,CTC_UNIT_CONVERSION,Raw CTC '6.6' recognized as LPA (6.6 LPA),"Converted to full annual INR 660,000"
2026-08-20T00:36:28.044356,source1_naukri_applicants.csv,28,DATE_FORMAT,Raw date '08/16/2026' (fmt %m/%d/%Y),Normalized to ISO '2026-08-16'
2026-08-20T00:36:28.044378,source1_naukri_applicants.csv,29,CITY_NAME,Raw city 'gurugram ' mapped,Normalized to 'Gurugram'
2026-08-20T00:36:28.044427,source1_naukri_applicants.csv,29,DATE_FORMAT,Raw date '5 Jul 2026' (fmt %d %b %Y),Normalized to ISO '2026-07-05'
2026-08-20T00:36:28.044493,source1_naukri_applicants.csv,30,DATE_FORMAT,Raw date '19-07-2026' (fmt %d-%m-%Y),Normalized to ISO '2026-07-19'
2026-08-20T00:36:28.044514,source1_naukri_applicants.csv,31,CITY_NAME,Raw city 'Bangalore' mapped,Normalized to 'Bengaluru'
2026-08-20T00:36:28.044522,source1_naukri_applicants.csv,31,CTC_UNIT_CONVERSION,Raw CTC '6.1' recognized as LPA (6.1 LPA),"Converted to full annual INR 610,000"
2026-08-20T00:36:28.044576,source1_naukri_applicants.csv,31,DATE_FORMAT,Raw date '08/13/2026' (fmt %m/%d/%Y),Normalized to ISO '2026-08-13'
2026-08-20T00:36:28.044595,source1_naukri_applicants.csv,32,PHONE_FORMAT,Raw phone '+919000000268' contained prefix/delimiters,Normalized to 10-digit '9000000268'
2026-08-20T00:36:28.044603,source1_naukri_applicants.csv,32,CTC_UNIT_CONVERSION,Raw CTC '7.6' recognized as LPA (7.6 LPA),"Converted to full annual INR 760,000"
2026-08-20T00:36:28.044660,source1_naukri_applicants.csv,33,CITY_NAME,Raw city 'bangalore' mapped,Normalized to 'Bengaluru'
2026-08-20T00:36:28.044710,source1_naukri_applicants.csv,33,DATE_FORMAT,Raw date '15 Jul 2026' (fmt %d %b %Y),Normalized to ISO '2026-07-15'
2026-08-20T00:36:28.044732,source1_naukri_applicants.csv,34,PHONE_FORMAT,Raw phone '09000000137' contained prefix/delimiters,Normalized to 10-digit '9000000137'
2026-08-20T00:36:28.044747,source1_naukri_applicants.csv,34,CITY_NAME,Raw city 'NOIDA' mapped,Normalized to 'Noida'
2026-08-20T00:36:28.044754,source1_naukri_applicants.csv,34,CTC_UNIT_CONVERSION,Raw CTC '2.7' recognized as LPA (2.7 LPA),"Converted to full annual INR 270,000"
2026-08-20T00:36:28.044804,source1_naukri_applicants.csv,34,DATE_FORMAT,Raw date '27 Jul 2026' (fmt %d %b %Y),Normalized to ISO '2026-07-27'
2026-08-20T00:36:28.044822,source1_naukri_applicants.csv,35,PHONE_FORMAT,Raw phone '09000000202' contained prefix/delimiters,Normalized to 10-digit '9000000202'
2026-08-20T00:36:28.044827,source1_naukri_applicants.csv,35,CITY_NAME,Raw city 'bangalore' mapped,Normalized to 'Bengaluru'
2026-08-20T00:36:28.044880,source1_naukri_applicants.csv,35,DATE_FORMAT,Raw date '08/11/2026' (fmt %m/%d/%Y),Normalized to ISO '2026-08-11'
2026-08-20T00:36:28.044901,source1_naukri_applicants.csv,36,PHONE_FORMAT,Raw phone '09000000165' contained prefix/delimiters,Normalized to 10-digit '9000000165'
2026-08-20T00:36:28.044910,source1_naukri_applicants.csv,36,CTC_UNIT_CONVERSION,Raw CTC '11.4' recognized as LPA (11.4 LPA),"Converted to full annual INR 1,140,000"
2026-08-20T00:36:28.045013,source1_naukri_applicants.csv,36,DATE_FORMAT,Raw date '21 Jul 2026' (fmt %d %b %Y),Normalized to ISO '2026-07-21'
2026-08-20T00:36:28.045043,source1_naukri_applicants.csv,37,PHONE_FORMAT,Raw phone '09000000103' contained prefix/delimiters,Normalized to 10-digit '9000000103'
2026-08-20T00:36:28.045054,source1_naukri_applicants.csv,37,CITY_NAME,Raw city 'NOIDA' mapped,Normalized to 'Noida'
2026-08-20T00:36:28.045070,source1_naukri_applicants.csv,37,CTC_UNIT_CONVERSION,Raw CTC '7.8' recognized as LPA (7.8 LPA),"Converted to full annual INR 780,000"
2026-08-20T00:36:28.045141,source1_naukri_applicants.csv,37,DATE_FORMAT,Raw date '07/03/2026' (fmt %m/%d/%Y),Normalized to ISO '2026-07-03'
2026-08-20T00:36:28.045164,source1_naukri_applicants.csv,38,PHONE_FORMAT,Raw phone '+919000000148' contained prefix/delimiters,Normalized to 10-digit '9000000148'
2026-08-20T00:36:28.045169,source1_naukri_applicants.csv,38,CITY_NAME,Raw city 'PUNE' mapped,Normalized to 'Pune'
2026-08-20T00:36:28.045219,source1_naukri_applicants.csv,38,DATE_FORMAT,Raw date '27 Jul 2026' (fmt %d %b %Y),Normalized to ISO '2026-07-27'
2026-08-20T00:36:28.045239,source1_naukri_applicants.csv,39,PHONE_FORMAT,Raw phone '09000000104' contained prefix/delimiters,Normalized to 10-digit '9000000104'
2026-08-20T00:36:28.045250,source1_naukri_applicants.csv,39,CITY_NAME,Raw city 'PUNE' mapped,Normalized to 'Pune'
2026-08-20T00:36:28.045261,source1_naukri_applicants.csv,39,CTC_UNIT_CONVERSION,Raw CTC '9.3' recognized as LPA (9.3 LPA),"Converted to full annual INR 930,000"
2026-08-20T00:36:28.045328,source1_naukri_applicants.csv,40,PHONE_FORMAT,Raw phone '+919000000295' contained prefix/delimiters,Normalized to 10-digit '9000000295'
2026-08-20T00:36:28.045338,source1_naukri_applicants.csv,40,CITY_NAME,Raw city 'new delhi' mapped,Normalized to 'Delhi NCR'
2026-08-20T00:36:28.045345,source1_naukri_applicants.csv,40,CTC_UNIT_CONVERSION,Raw CTC '5.9' recognized as LPA (5.9 LPA),"Converted to full annual INR 590,000"
2026-08-20T00:36:28.045406,source1_naukri_applicants.csv,40,DATE_FORMAT,Raw date '08/21/2026' (fmt %m/%d/%Y),Normalized to ISO '2026-08-21'
2026-08-20T00:36:28.045429,source1_naukri_applicants.csv,41,CITY_NAME,Raw city 'new delhi' mapped,Normalized to 'Delhi NCR'
2026-08-20T00:36:28.045460,source1_naukri_applicants.csv,41,DATE_FORMAT,Raw date '02-06-2026' (fmt %d-%m-%Y),Normalized to ISO '2026-06-02'
2026-08-20T00:36:28.045484,source1_naukri_applicants.csv,42,PHONE_FORMAT,Raw phone '+919000000259' contained prefix/delimiters,Normalized to 10-digit '9000000259'
2026-08-20T00:36:28.045489,source1_naukri_applicants.csv,42,CITY_NAME,Raw city 'Delhi' mapped,Normalized to 'Delhi NCR'
2026-08-20T00:36:28.045497,source1_naukri_applicants.csv,42,CTC_UNIT_CONVERSION,Raw CTC '10.3' recognized as LPA (10.3 LPA),"Converted to full annual INR 1,030,000"
2026-08-20T00:36:28.045553,source1_naukri_applicants.csv,42,DATE_FORMAT,Raw date '07/12/2026' (fmt %m/%d/%Y),Normalized to ISO '2026-07-12'
2026-08-20T00:36:28.045586,source1_naukri_applicants.csv,43,PHONE_FORMAT,Raw phone '09000000273' contained prefix/delimiters,Normalized to 10-digit '9000000273'
2026-08-20T00:36:28.045639,source1_naukri_applicants.csv,43,DATE_FORMAT,Raw date '22 Jul 2026' (fmt %d %b %Y),Normalized to ISO '2026-07-22'
2026-08-20T00:36:28.050975,source2_gig_workers.csv,2,STATUS_CASING,Raw status 'Active',Normalized to 'ACTIVE'
2026-08-20T00:36:28.051041,source2_gig_workers.csv,3,CITY_NAME,Raw city 'PUNE' mapped,Normalized to 'Pune'
2026-08-20T00:36:28.051049,source2_gig_workers.csv,3,STATUS_CASING,Raw status 'Active',Normalized to 'ACTIVE'
2026-08-20T00:36:28.051080,source2_gig_workers.csv,4,CITY_NAME,Raw city 'Noida ' mapped,Normalized to 'Noida'
2026-08-20T00:36:28.051089,source2_gig_workers.csv,4,STATUS_CASING,Raw status 'active',Normalized to 'ACTIVE'
2026-08-20T00:36:28.051124,source2_gig_workers.csv,5,CITY_NAME,Raw city 'Delhi' mapped,Normalized to 'Delhi NCR'
2026-08-20T00:36:28.051362,source2_gig_workers.csv,6,RATE_UNIT_PARSED,Raw monthly rate '15k/month' parsed,"Amount: 15000.0, Unit: MONTHLY"
2026-08-20T00:36:28.051371,source2_gig_workers.csv,6,CITY_NAME,Raw city 'Delhi' mapped,Normalized to 'Delhi NCR'
2026-08-20T00:36:28.051376,source2_gig_workers.csv,6,STATUS_CASING,Raw status 'active',Normalized to 'ACTIVE'
2026-08-20T00:36:28.051389,source2_gig_workers.csv,7,EMAIL_FORMAT,Raw email 'ISHA.CHOPRA95@MAILTEST.EXAMPLE.ORG' contained non-standard casing/whitespace,Normalized to 'isha.chopra95@mailtest.example.org'
2026-08-20T00:36:28.051415,source2_gig_workers.csv,7,STATUS_CASING,Raw status 'active',Normalized to 'ACTIVE'
2026-08-20T00:36:28.051436,source2_gig_workers.csv,8,CITY_NAME,Raw city 'New Delhi' mapped,Normalized to 'Delhi NCR'
2026-08-20T00:36:28.051440,source2_gig_workers.csv,8,STATUS_CASING,Raw status 'active',Normalized to 'ACTIVE'
2026-08-20T00:36:28.051460,source2_gig_workers.csv,9,CITY_NAME,Raw city 'Gurgaon' mapped,Normalized to 'Gurugram'
2026-08-20T00:36:28.051465,source2_gig_workers.csv,9,STATUS_CASING,Raw status 'Active',Normalized to 'ACTIVE'
2026-08-20T00:36:28.051492,source2_gig_workers.csv,10,RATE_UNIT_PARSED,Raw monthly rate '72k/month' parsed,"Amount: 72000.0, Unit: MONTHLY"
2026-08-20T00:36:28.051498,source2_gig_workers.csv,10,STATUS_CASING,Raw status 'Inactive',Normalized to 'INACTIVE'
2026-08-20T00:36:28.051516,source2_gig_workers.csv,11,CITY_NAME,Raw city 'bangalore' mapped,Normalized to 'Bengaluru'
2026-08-20T00:36:28.051521,source2_gig_workers.csv,11,STATUS_CASING,Raw status 'paused',Normalized to 'PAUSED'
2026-08-20T00:36:28.051531,source2_gig_workers.csv,12,EMPTY_ROW,Completely blank row encountered (Line 12),SKIPPED
2026-08-20T00:36:28.051537,source2_gig_workers.csv,13,EMAIL_FORMAT,Raw email 'VARUN.SAXENA21@EXAMPLE.IN' contained non-standard casing/whitespace,Normalized to 'varun.saxena21@example.in'
2026-08-20T00:36:28.051552,source2_gig_workers.csv,13,CITY_NAME,Raw city 'gurugram ' mapped,Normalized to 'Gurugram'
2026-08-20T00:36:28.051556,source2_gig_workers.csv,13,STATUS_CASING,Raw status 'Inactive',Normalized to 'INACTIVE'
2026-08-20T00:36:28.051576,source2_gig_workers.csv,14,RATE_UNIT_PARSED,Raw monthly rate '28k/month' parsed,"Amount: 28000.0, Unit: MONTHLY"
2026-08-20T00:36:28.051581,source2_gig_workers.csv,14,CITY_NAME,Raw city 'pune' mapped,Normalized to 'Pune'
2026-08-20T00:36:28.051588,source2_gig_workers.csv,14,STATUS_CASING,Raw status 'Active',Normalized to 'ACTIVE'
2026-08-20T00:36:28.051600,source2_gig_workers.csv,15,EMAIL_FORMAT,Raw email 'DEEPAK.NAIR44@EXAMPLE.COM' contained non-standard casing/whitespace,Normalized to 'deepak.nair44@example.com'
2026-08-20T00:36:28.051613,source2_gig_workers.csv,15,STATUS_CASING,Raw status 'paused',Normalized to 'PAUSED'
2026-08-20T00:36:28.051630,source2_gig_workers.csv,16,RATE_UNIT_PARSED,Raw monthly rate '56k/month' parsed,"Amount: 56000.0, Unit: MONTHLY"
2026-08-20T00:36:28.051635,source2_gig_workers.csv,16,CITY_NAME,Raw city 'bangalore' mapped,Normalized to 'Bengaluru'
2026-08-20T00:36:28.051645,source2_gig_workers.csv,17,EMAIL_FORMAT,Raw email 'NEHA.BHATIA60@MAILTEST.EXAMPLE.ORG' contained non-standard casing/whitespace,Normalized to 'neha.bhatia60@mailtest.example.org'
2026-08-20T00:36:28.051656,source2_gig_workers.csv,17,RATE_UNIT_PARSED,Raw monthly rate '79k/month' parsed,"Amount: 79000.0, Unit: MONTHLY"
2026-08-20T00:36:28.051661,source2_gig_workers.csv,17,CITY_NAME,Raw city 'PUNE' mapped,Normalized to 'Pune'
2026-08-20T00:36:28.051666,source2_gig_workers.csv,17,STATUS_CASING,Raw status 'Active',Normalized to 'ACTIVE'
2026-08-20T00:36:28.051688,source2_gig_workers.csv,18,RATE_UNIT_PARSED,Raw monthly rate '42k/month' parsed,"Amount: 42000.0, Unit: MONTHLY"
2026-08-20T00:36:28.051694,source2_gig_workers.csv,18,STATUS_CASING,Raw status 'Inactive',Normalized to 'INACTIVE'
2026-08-20T00:36:28.051714,source2_gig_workers.csv,19,RATE_UNIT_PARSED,Raw monthly rate '73k/month' parsed,"Amount: 73000.0, Unit: MONTHLY"
2026-08-20T00:36:28.051728,source2_gig_workers.csv,20,CORRUPTED_SHIFTED_ROW,Shifted columns row with email 'ISHA.CHOPRA95@MAILTEST.EXAMPLE.ORG' is a duplicate of clean record (Line 7),SKIPPED row to prevent duplicate profile creation
2026-08-20T00:36:28.051743,source2_gig_workers.csv,21,RATE_UNIT_PARSED,Raw monthly rate '55k/month' parsed,"Amount: 55000.0, Unit: MONTHLY"
2026-08-20T00:36:28.051749,source2_gig_workers.csv,21,STATUS_CASING,Raw status 'Inactive',Normalized to 'INACTIVE'
2026-08-20T00:36:28.051760,source2_gig_workers.csv,22,EMAIL_FORMAT,Raw email 'KARAN.CHOPRA76@MAILTEST.EXAMPLE.ORG' contained non-standard casing/whitespace,Normalized to 'karan.chopra76@mailtest.example.org'
2026-08-20T00:36:28.051803,source2_gig_workers.csv,23,RATE_UNIT_PARSED,Raw monthly rate '22k/month' parsed,"Amount: 22000.0, Unit: MONTHLY"
2026-08-20T00:36:28.051808,source2_gig_workers.csv,23,CITY_NAME,Raw city 'pune' mapped,Normalized to 'Pune'
2026-08-20T00:36:28.051827,source2_gig_workers.csv,24,RATE_UNIT_PARSED,Raw monthly rate '21k/month' parsed,"Amount: 21000.0, Unit: MONTHLY"
2026-08-20T00:36:28.051834,source2_gig_workers.csv,24,CITY_NAME,Raw city 'NOIDA' mapped,Normalized to 'Noida'
2026-08-20T00:36:28.051838,source2_gig_workers.csv,24,STATUS_CASING,Raw status 'Active',Normalized to 'ACTIVE'
2026-08-20T00:36:28.051846,source2_gig_workers.csv,25,EMAIL_FORMAT,Raw email 'KAVYA.VERMA74@MAILTEST.EXAMPLE.ORG' contained non-standard casing/whitespace,Normalized to 'kavya.verma74@mailtest.example.org'
2026-08-20T00:36:28.051858,source2_gig_workers.csv,25,CITY_NAME,Raw city 'gurugram ' mapped,Normalized to 'Gurugram'
2026-08-20T00:36:28.051862,source2_gig_workers.csv,25,STATUS_CASING,Raw status 'active',Normalized to 'ACTIVE'
2026-08-20T00:36:28.051871,source2_gig_workers.csv,26,EMAIL_FORMAT,Raw email 'TANVI.REDDY80@EXAMPLE.COM' contained non-standard casing/whitespace,Normalized to 'tanvi.reddy80@example.com'
2026-08-20T00:36:28.051883,source2_gig_workers.csv,26,RATE_UNIT_PARSED,Raw monthly rate '59k/month' parsed,"Amount: 59000.0, Unit: MONTHLY"
2026-08-20T00:36:28.051887,source2_gig_workers.csv,26,CITY_NAME,Raw city 'pune' mapped,Normalized to 'Pune'
2026-08-20T00:36:28.051891,source2_gig_workers.csv,26,STATUS_CASING,Raw status 'paused',Normalized to 'PAUSED'
2026-08-20T00:36:28.051908,source2_gig_workers.csv,27,CITY_NAME,Raw city 'Noida ' mapped,Normalized to 'Noida'
2026-08-20T00:36:28.051932,source2_gig_workers.csv,28,RATE_UNIT_PARSED,Raw monthly rate '38k/month' parsed,"Amount: 38000.0, Unit: MONTHLY"
2026-08-20T00:36:28.051939,source2_gig_workers.csv,28,CITY_NAME,Raw city 'new delhi' mapped,Normalized to 'Delhi NCR'
2026-08-20T00:36:28.051957,source2_gig_workers.csv,29,CITY_NAME,Raw city 'gurugram ' mapped,Normalized to 'Gurugram'
2026-08-20T00:36:28.051963,source2_gig_workers.csv,29,STATUS_CASING,Raw status 'Active',Normalized to 'ACTIVE'
2026-08-20T00:36:28.051979,source2_gig_workers.csv,30,STATUS_CASING,Raw status 'Inactive',Normalized to 'INACTIVE'
